Production Line,Diameter (inches)
B,6.148377632
B,6.047709908
B,6.060807422
B,6.162342327
B,6.014602654
B,6.05318781
B,6.06516413
B,6.061303698
B,6.049422969
B,6.05194883
B,6.144807236
B,6.16711762
B,6.156558027
B,6.109250367
B,6.094792605
B,6.169476709
B,6.115352392
B,6.095544866
B,6.174311426
B,6.063023011
B,6.094199205
B,6.07796813
B,6.165193743
B,6.06596336
B,6.16018893
B,6.067615389
B,6.101466079
B,6.029653656
B,6.134789129
B,6.118110768
B,6.002844621
B,6.13913769
B,6.079199392
B,6.051274193
B,6.068469373
B,6.121775227
B,6.099445986
B,6.04934802
B,6.019897932
B,6.077818751
B,6.101921254
B,6.090948097
B,6.052224005
B,6.12727849
B,6.092698083
B,5.986389861
B,6.130850336
B,6.134386363
B,6.08098765
B,6.091655233
B,6.084169931
B,6.081532135
B,6.168598793
B,6.047847653
B,6.081822969
B,6.096728241
B,6.093222998
B,6.130414117
B,6.154524028
B,6.20948028
B,6.142346214
B,6.120090869
B,6.089983357
B,6.057116677
B,6.054857452
B,6.093461444
B,6.07351574
B,6.190486237
B,6.044533052
B,6.000717922
B,6.053768986
B,6.128423703
B,6.088331092
B,6.12232005
B,6.10222333
B,6.007358274
B,6.110895476
B,6.102823365
B,6.085914345
B,6.049596384
B,6.174056448
B,6.042034577
B,6.151594491
B,6.187221516
B,6.045789332
B,6.041222457
B,6.113965199
B,6.079832342
B,6.087390308
B,6.097570098
B,6.048105391
B,6.028810308
B,6.141806711
B,6.06757018
B,6.145449082
B,6.108076948
B,6.137467638
B,6.18720501
B,6.122248194
B,6.209828471
B,6.151787122
B,6.112336172
B,6.138728169
B,6.129298858
B,6.069209702
B,6.097190946
B,6.156298876
B,6.188201229
B,6.039919518
B,6.104226527
B,6.117401857
B,6.074024265
B,6.106965016
B,6.070824046
B,6.051637352
B,6.078314783
B,6.118246288
B,6.082536557
B,6.056999333
B,6.157169712
B,6.133722921
B,6.057350035
B,6.138584528
B,6.141228227
B,6.184007343
B,6.119604727
B,6.000259521
B,6.058281062
B,6.112387503
B,6.054933429
B,6.120108729
B,6.132610057
B,6.085009545
B,6.147257271
B,6.086143626
B,6.093547701
B,6.031690172
B,6.104596417
B,6.059236074
B,6.237093855
B,6.111543891
B,6.145954564
B,6.117847176
B,6.193691836
B,6.013296052
B,6.057933347
B,6.159942315
B,6.05570566
B,6.063470279
B,6.118416078
B,6.06336838
B,6.155190785
B,6.079285351
B,6.07234034
B,6.142327204
B,6.069860502
B,6.096048523
B,6.04291445
B,6.137590913
B,6.093170916
B,6.194616665
B,6.094414512
B,6.10397832
B,6.09220879
B,6.169256421
B,6.100505313
B,6.21424503
B,6.010683522
B,6.025723515
B,6.108885736
B,6.168609235
B,6.072912464
B,6.058416081
B,6.111209457
B,6.102078138
B,6.118580153
B,6.14806384
B,6.14644494
B,6.114173046
B,6.121604557
B,6.125683789
B,6.153437323
B,6.170077788
B,6.130249069
B,6.046460485
B,6.144827941
B,6.05778671
B,6.04567835
B,6.145585998
B,6.102912391
B,6.110508925
B,6.114430098
B,6.154494801
B,6.188373598
B,6.054819875
B,6.115022275
B,6.151804307
B,6.110401604
B,6.12601606
B,6.142790162
B,6.041434411
B,6.075673821
B,6.189694915
B,6.075233704
B,6.149384048
B,6.047254707
B,6.10293713
B,6.090256818
B,6.119882883
B,6.017755967
B,6.023101906
B,6.023742049
B,6.114503157
B,6.133039821
B,6.104557538
B,6.079836989
B,6.105979565
B,6.068549317
B,6.026953162
B,6.053515933
B,6.03253108
B,6.06475494
B,6.086413528
B,6.203207002
B,6.053299642
B,6.029544841
B,6.107635673
B,6.084958299
B,6.083154151
B,6.114581606
B,6.094770256
B,6.147238672
B,6.047257843
B,6.017607941
B,6.059829007
B,6.117371002
B,6.086921496
B,6.090611871
B,6.025146743
B,6.064756663
B,6.03305676
B,6.14548939
B,6.080047775
B,6.109919349
B,6.109655754
B,6.042500005
B,6.184221519
B,6.12158526
B,6.163525297
B,6.186779605
B,6.09022882
B,6.097984187
B,6.024382904
B,6.167254139
B,6.154047474
B,6.055581347
B,6.112791008
B,6.050610573
B,6.192787016
B,6.088759836
B,6.078699821
B,6.146972645
B,6.144647227
B,6.040669068
B,6.15699075
B,6.139204159
B,6.078646528
B,6.002385222
B,6.083760531
B,6.082626479
B,6.063193395
B,6.123987954
B,6.068830199
B,6.149976704
B,6.066639885
B,6.192450523
B,6.106763969
B,6.163529107
B,6.081296335
B,6.11805014
B,6.108842373
B,6.039400308
B,6.088272536
B,6.107411823
B,6.061138278
B,6.11997678
B,6.095450555
B,6.080875239
B,6.154803661
B,5.959359905
B,6.117309134
B,6.056155572
B,6.158939314
B,6.103747574
B,6.159244456
B,6.103289166
B,6.076184659
B,6.118003051
B,6.067893271
B,6.068084294
B,6.130721924
B,6.091504394
B,6.115744774
B,6.131271964
B,6.14392796
B,5.949672029
B,6.062974199
B,6.136094458
B,6.048451608
B,6.083350407
B,6.004991955
B,6.115327095
B,6.169949687
B,6.075644353
B,6.183916996
B,6.07964975
B,6.081228269
B,6.072563135
B,6.073387202
B,6.033592703
B,6.09596522
B,6.028052009
B,6.068288741
B,6.06981837
B,6.147509546
B,6.062297823
B,6.180418874
B,6.043449147
B,6.047732701
B,6.137310218
B,6.122434385
B,6.115519456
B,6.144059556
B,6.188137176
B,6.175852153
B,6.184773487
B,6.097188065
B,6.21114352
B,6.16460081
B,6.068986844
B,6.149005899
B,6.179039395
B,6.189621858
B,6.0750447
B,6.086147039
B,6.087211767
B,6.10304994
B,6.137258895
B,6.148507491
B,6.057204766
B,6.095521315
B,6.082469046
B,6.016889214
B,6.131736182
B,6.153430488
B,6.041134244
B,6.247384279
B,6.051165125
B,6.191715239
B,6.058489492
B,5.990932884
B,6.13568805
B,6.123425489
B,6.074789682
B,6.134730407
B,6.163407893
B,6.014633481
B,6.004405729
B,6.170111058
B,6.02563478
B,6.053893905
B,6.045159987
B,6.126089895
B,6.117676613
B,6.062462323
B,6.12462231
B,6.120271663
B,6.101126836
B,6.082861138
B,6.118402959
B,6.128937966
B,5.997684537
B,6.047167428
B,6.066179782
B,6.115823277
B,6.052286223
B,6.09215546
B,6.08282377
B,6.170118747
B,6.206665798
B,6.089632283
B,5.994764209
B,6.125865528
B,6.13329075
B,6.102777452
B,6.080735159
B,5.946275069
B,6.183445482
B,6.080490841
B,6.137864776
B,6.089087172
B,6.07504608
B,6.095721493
B,6.151516303
B,6.021396642
B,6.102627043
B,6.153902555
B,6.120046173
B,6.041441642
B,6.033436486
B,6.068936211
B,6.054123353
B,6.101190297
B,6.083391884
B,6.074245962
B,6.067660172
B,6.064345661
B,6.035370655
B,6.140041681
B,6.132787237
B,6.08860315
B,6.072988341
B,6.086376173
B,6.188921799
B,6.137239802
B,6.059189749
B,6.054433269
B,6.076049035
B,5.987403771
B,6.060729442
B,6.060546705
B,6.047791952
B,6.072029301
B,6.108775041
B,6.029241828
B,6.003111786
B,6.097835733
B,6.087013406
B,6.132642658
B,6.03182163
B,6.126546014
B,6.072172241
B,6.027125131
B,6.065808503
B,6.10644908
B,6.035956156
B,6.011437222
B,6.178260031
B,6.016581322
B,6.042703497
B,6.184311432
B,6.136041743
B,6.080638546
B,6.003766076
B,6.193217744
B,6.094314467
B,6.037708816
B,6.111741476
B,6.123575424
B,6.165983834
B,6.054512998
B,6.161234045
B,6.085432693
B,6.10652065
B,6.068068943
B,6.120980565
B,6.101207239
B,6.100120276
B,6.106124122
B,6.13488817
B,6.075076595
B,6.022264325
B,6.107731774
B,6.071316846
B,6.001473888
B,6.096969319
B,6.082946251
B,6.019569229
B,6.021890982
B,6.222540889
B,6.042183238
B,6.146039264
B,6.044983454
B,6.171903332
B,6.102614902
B,6.118797125
B,6.145144746
B,6.071601338
B,6.004921979
B,6.129977764
B,6.153116879
B,6.018318053
B,6.117432594
B,6.079246631
B,6.11813079
B,6.092672631
B,6.044619804
B,6.059284783
B,6.124475591
B,6.157788125
B,6.05888243
B,6.128447885
B,6.020904667
B,6.085522484
B,6.066911386
B,6.099139617
B,6.104601057
B,6.126762599
B,6.132219607
B,6.135400534
B,6.110830229
B,6.124380953
B,6.070710646
B,6.162022954
B,6.03677561
B,6.092900112
B,6.155746135
B,6.088916858
B,6.091835678
B,6.108487692
B,6.053007751
B,6.093768891
B,6.159890717
B,6.149831565
B,6.134161968
B,6.080289746
B,6.063012423
B,6.091895932
B,6.051046808
B,6.18828857
B,6.12970126
B,6.137268207
B,6.03502173
B,6.157188745
B,6.165362054
B,6.073988131
B,6.038980913
B,6.090842373
B,6.117413756
B,6.129095358
B,6.045988008
B,6.109075984
B,6.174506278
B,6.090153986
B,6.009385125
B,6.001149446
B,6.082635947
B,6.078210753
B,6.014735364
B,6.071366017
B,6.095887818
B,6.111863257
B,6.05596138
B,6.103537316
B,6.080560559
B,6.041379049
B,6.126395971
B,6.108451911
B,6.084127384
B,6.1133122
B,6.159461103
B,6.102450234
B,6.034267512
B,6.080288025
B,6.040531191
B,6.110736003
B,6.120157225
B,6.141549309
B,6.080630003
B,6.165854204
B,6.149198962
B,6.07979346
B,6.065993311
B,6.164401773
B,6.087475984
B,6.181509465
B,6.064205236
B,6.131891431
B,6.21009596
B,6.10228188
B,6.054193247
B,6.149434275
B,6.125226126
B,6.166776731
B,6.1096082
B,6.121137959
B,6.047217127
B,6.052909926
B,6.133850442
B,6.129707597
B,6.057636519
B,6.190262478
B,6.127319713
B,6.116733448
B,6.089428502
B,6.102587938
B,6.053142441
B,6.093415446
B,6.11859736
B,6.048594326
B,6.120284866
B,6.07866454
B,6.098558168
B,6.233748257
B,6.073956758
B,6.012869462
B,6.095718435
B,6.084989212
B,6.107199031
B,6.096794619
B,6.02378703
B,6.039851796
B,6.103590371
B,6.157130365
B,6.176304214
B,6.078171688
B,6.096737795
B,6.062579449
B,6.02110351
B,6.036590582
B,6.099242191
B,6.143910397
B,6.114346006
B,6.143719441
B,6.192035697
B,6.013431377
B,6.023728607
B,5.957552982
B,6.032801349
B,6.091671011
B,6.030992488
B,6.10892118
B,6.069769385
B,6.143693845
B,6.131116158
B,6.224631111
B,6.15217581
B,6.075426579
B,6.12687437
B,6.138358562
B,5.996043756
B,6.190711714
B,6.094830247
B,6.128037343
B,6.118487071
B,6.09066953
B,6.06626652
B,6.105362281
B,6.163969107
B,6.1048529
B,6.001965786
B,6.157280307
B,6.038526342
B,6.13361584
B,6.140673535
B,6.129239659
B,6.126861276
B,6.131820085
B,6.027349883
B,6.127405639
B,6.186950921
B,6.148149506
B,6.068368854
B,6.183498836
B,6.071604748
B,6.112920322
B,6.176317902
B,6.112238906
B,6.075704825
B,6.068326244
B,6.238402533
B,6.076674172
B,6.152747423
B,6.098789182
B,6.023258037
B,6.100536391
B,6.14516488
B,6.062656104
B,6.04116391
B,6.031799014
B,6.130946385
B,6.09613615
B,6.114987076
B,6.146481959
B,6.047211259
B,6.205764901
B,6.112693437
B,6.119378721
B,6.087183993
B,6.04396011
B,6.061229484
B,6.15182685
B,6.15998237
B,6.13459204
B,6.12916553
B,6.052779162
B,6.063560949
B,6.134164768
B,6.182670649
B,6.036679424
B,6.137104385
B,6.102823718
B,6.105397927
B,6.076493275
B,6.033530582
B,6.111848639
B,6.096327719
B,6.078041973
B,6.154708844
B,6.139115745
B,6.045257586
B,6.111487471
B,6.109720996
B,6.146619327
B,6.208331153
B,6.130937464
B,6.095496965
B,6.114425461
B,6.082757386
B,6.104725141
B,6.132855749
B,6.088518746
B,6.178212725
B,6.084442692
B,6.091215256
B,6.054310084
B,6.058809246
B,6.201619925
B,6.064112647
B,6.12945713
B,6.136326714
B,6.030887491
B,6.12826358
B,6.010545955
B,6.154501863
B,6.127871184
B,6.084140789
B,6.12762525
B,6.080256504
B,5.984660305
B,6.086286677
B,6.116862981
B,6.129519554
B,6.079634681
B,6.125814447
B,6.079991894
B,6.030795925
B,6.139925111
B,6.114058904
B,6.202190187
B,6.168187133
B,6.06720089
B,6.142429179
B,6.037515297
B,6.055161716
B,6.088115897
B,6.08035495
B,6.075205645
B,6.05082658
B,6.126475983
B,6.072308149
B,6.108039539
B,6.060243261
B,6.11912861
B,6.027153935
B,6.02527553
B,6.093868564
B,6.182392446
B,6.095151717
B,6.125363834
B,5.99976484
B,6.086134777
B,6.07554717
B,6.064670399
B,6.13984162
B,6.022907068
B,6.106355992
B,6.109192779
B,6.110574023
B,6.1004621
B,6.049051569
B,6.113165911
B,6.10205596
B,6.019489107
B,6.06232995
B,6.075839098
B,6.053547783
B,6.123064398
B,6.172077437
B,6.077246573
B,5.992467907
B,6.156653533
B,6.112233553
B,6.157811922
B,6.077093995
B,6.077339787
B,6.228807018
B,6.203978456
B,6.099892097
B,6.138867435
B,6.097777607
B,6.03955963
B,6.124058122
B,6.125218824
B,6.123882623
B,6.120265314
B,6.10010904
B,6.093145839
B,6.030609773
B,6.150872303
B,6.162178435
B,6.021636667
B,6.086400003
B,6.072753777
B,6.037868632
B,6.14023647
B,6.172744668
B,6.068487661
B,6.065944822
B,6.075237073
B,6.099606334
B,6.002163194
B,6.067449301
B,6.1776339
B,6.113633879
B,6.020085092
B,6.071885296
B,6.004507329
B,6.132883602
B,6.103459767
B,6.140257032
B,6.083959234
B,6.161427358
B,6.107593576
B,6.126037989
B,6.145792101
B,6.146496459
B,6.189260783
B,6.177766545
B,6.126424365
B,6.040848914
B,6.109289879
B,6.095898494
B,6.049066224
B,6.063952939
B,6.113165185
B,6.082576799
B,6.249176967
B,6.052179819
B,6.065539467
B,6.148470384
B,6.173000075
B,6.114616896
B,6.123207299
B,6.152565709
B,6.087018634
B,6.133722689
B,6.129881414
B,6.10194708
B,6.114065449
B,6.08450783
B,6.016992307
B,6.109208899
B,6.056792685
B,6.111193648
B,6.063276272
B,6.154778357
B,6.068422309
B,6.224564311
B,6.189003713
B,6.07040534
B,6.121074231
B,6.15827503
B,5.975437756
B,6.135582817
B,6.054103684
B,6.099172577
B,6.077975583
B,6.030047057
B,6.097393285
B,6.182047565
B,6.042096261
B,6.141672471
B,6.184501347
B,6.055053956
B,6.027273185
B,6.083624524
B,6.076500001
B,6.077826895
B,6.135854485
B,6.065078727
B,6.130195998
B,6.058982109
B,6.164747251
B,6.112013729
B,6.162595402
B,6.140511091
B,6.174392324
B,6.070978222
B,6.100645408
B,6.028324902
B,6.153178268
B,6.22933025
B,6.133535534
B,6.037705966
B,6.099925711
B,6.175392313
B,6.16511539
B,6.088056133
B,6.063758672
B,6.033166328
B,6.120778904
B,6.168695273
B,6.121744188
B,6.102723225
B,6.214380748
B,6.052070005
B,6.11722114
B,6.08653779
B,6.139442354
B,6.100926109
B,5.998419783
B,6.115255533
B,6.103705214
B,6.071496917
B,6.026723595
B,6.222605672
B,6.019966007
B,6.10310013
B,6.11304012
B,6.02474984
B,6.108487967
B,5.994132553
B,6.157405434
B,6.103368627
B,6.10734574
B,6.123513088
B,6.028164427
B,6.168006196
B,6.124435889
B,6.140346288
B,6.137255837
B,6.107927459
B,6.073484429
B,6.149215735
B,6.068943899
B,5.895577237
B,6.073362544
B,6.151044131
B,6.057741758
B,6.155942191
B,6.089077698
B,6.031221071
B,6.097584805
B,6.101969659
B,6.092056793
B,6.076983251
B,6.079302672
B,6.066239776
B,6.041343489
B,6.106605524
B,6.146812646
B,6.132276788
B,6.009542267
B,6.019487506
B,6.071658986
B,6.120265467
B,5.990899248
B,6.062214527
B,6.100688959
B,6.140340662
B,6.148914454
B,6.125694056
B,6.053030714
B,6.034700826
B,6.022744453
B,6.108129857
B,6.07221
B,6.115958818
B,6.171355705
B,6.144908548
B,6.016499684
B,6.110310894
B,6.022328887
B,6.073596974
B,6.116866243
B,6.112306565
B,6.114419572
B,6.051874389
B,6.154411831
B,6.028198255
B,6.011860747
B,6.097479515
B,6.06968492
B,6.025739839
B,6.125995036
B,6.125310686
B,6.143846483
B,6.06836064
B,6.153681192
B,6.130086709
B,6.21432335
B,6.132305549
B,6.105346673
B,6.130212034
B,6.074615976
B,6.08463062
B,6.040016615
B,6.005445252
B,6.094348
B,6.077626878
B,6.159795748
B,6.181459211
B,6.08921194
B,6.0859409
B,6.022313049
B,6.121683781
B,6.135205691
B,6.111297878
B,5.99212483
B,6.210887031
B,6.078451046
B,6.041279926
B,6.142872382
B,6.102837931
B,6.133332443
B,6.119884231
B,6.123101703
B,6.137995298
B,6.06793882
B,6.123899679
B,6.109610402
B,6.091077073
B,6.13680775
B,6.078978773
B,6.092496422
B,6.131354606
B,6.206239337
B,6.181727115
B,6.055594858
B,6.064203822
B,5.975985065
B,6.115289285
B,6.168484669
B,6.151712565
B,6.062219951
B,6.197800279
B,6.090214258
B,6.074318101
B,6.158921275
B,6.211756688
B,6.149931054
B,6.043221376
B,6.0903653
B,6.046859571
B,6.072455387
B,6.12246793
B,6.0349748
B,6.094821988
B,6.076624589
B,6.075179815
B,6.128156032
B,6.118369614
B,6.155203633
B,6.165699189
B,6.088620714
B,6.133905824
B,6.110622042
B,6.10163571
B,6.099638746
B,6.08034904
B,6.098294892
B,6.174669264
B,6.041942146
B,6.19537972
B,6.111762394
B,6.165131252
B,6.051686896
B,6.042658743
B,6.11721787
B,6.106033542
B,6.117527763
B,6.062063646
B,6.009097528
B,6.090519541
B,6.146555576
B,6.053593498
B,6.084027629
B,6.009811045
B,6.123747411
B,6.128567815
B,6.149117496
B,6.031933581
B,6.043936135
B,6.108000841
B,6.125707729
B,6.14117374
B,6.010052591
B,6.11476713
B,6.161244413
B,6.156683548
B,6.160481009
B,6.101913972
B,6.061190185
B,6.146209313
B,6.22604706
B,6.000742944
B,6.144382759
B,6.124212364
B,6.139743283
B,6.105559344
B,6.08718194
B,6.098794443
B,6.147444114
B,6.136137126
B,6.073444607
B,6.124797031
B,6.111191388
B,6.180709618
B,6.003760191
B,6.059383059
B,6.152847646
B,6.056541586
B,6.193225186
B,6.171433242
B,6.023524303
B,6.057400013
B,6.197100701
B,6.049480306
B,6.025606799
B,6.114306837
B,6.104597341
B,6.125686351
B,6.038746174
B,6.017689067
B,6.17800446
B,6.141903178
B,6.083657491
B,6.052220907
B,6.13168601
B,6.102703494
B,6.071203417
B,6.145048851
B,5.978540869
B,6.05285533
B,6.158722073
B,6.082430769
B,6.062087981
B,6.146741908
B,6.066632344
B,6.051515807
B,6.08773632
B,6.144999452
B,6.111708035
B,6.131331406
B,6.065492352
B,6.241953943
B,6.096681883
B,6.124268497
B,6.149835622
B,6.071431027
B,6.157387581
B,6.104918077
B,6.121481636
B,6.172444801
B,6.141803393
B,6.101826119
B,6.048160871
B,6.084268512
B,6.13388219
B,6.10098555
B,6.089723746
B,6.042909772
B,6.077041923
B,6.150512962
B,6.195115119
B,5.990074857
B,6.107215045
B,6.004197301
B,6.089623583
B,6.086331929
B,6.111646176
B,6.091678218
B,6.119618933
B,6.108542504
B,6.032840727
B,6.079673986
B,6.071574821
B,6.070723185
B,6.032704898
B,6.079459914
B,6.032888479
B,6.126853523
B,6.086157421
B,6.110285981
B,6.149414406
B,6.034230541
B,6.094916172
B,6.027269027
B,6.091612144
B,5.98607032
B,6.10798937
B,6.145761677
B,6.036989829
B,6.060872114
B,6.137896587
B,6.068530132
B,6.085102114
B,6.028234513
B,6.065465504
B,6.174460915
B,6.129589273
B,6.243236293
B,6.042664271
B,6.065051309
B,6.093454197
B,6.13084794
B,6.114988541
B,6.074414691
B,6.19735673
B,6.06237428
B,6.064468582
B,6.10696384
B,6.059577625
B,6.077687239
B,6.205180214
B,6.092427938
B,6.071146114
B,6.130583889
B,6.143896772
B,6.095921905
B,6.131402817
B,6.119871939
B,6.10771875
B,6.061880271
B,6.126393378
B,6.163961878
B,6.097708884
B,6.202686121
B,6.117578866
B,6.068619424
B,6.052303791
B,6.096508624
B,6.071906844
B,6.162180989
B,6.116376766
B,6.105290968
B,6.134487622
B,6.056733767
B,6.116181285
B,6.022310979
B,6.172836828
B,6.11953936
B,6.091528174
B,6.125559693
B,6.068020824
B,6.115539568
B,6.050058833
B,6.036027593
B,6.079988343
B,6.094363182
B,6.060070688
B,6.063427975
B,6.056050737
B,6.031351505
B,6.083888203
B,6.098163879
B,6.104316441
B,6.138312564
B,6.101573627
B,6.164173234
B,5.971883757
B,6.067130085
B,6.042293162
B,6.065627567
B,6.134582805
B,6.079123868
B,6.083812721
B,6.158373062
B,6.085824781
B,6.145463222
B,6.112519515
B,6.114805487
B,6.053259997
B,6.135647444
B,6.074524311
B,6.129324042
B,6.081803665
B,6.132571343
B,6.074548564
B,6.085554862
B,6.082612755
B,6.102636472
B,6.240793091
B,6.166891717
B,6.157359589
B,6.139725706
B,6.169092726
B,6.182957818
B,6.170757751
B,6.099111571
B,6.079356565
B,6.132129334
B,6.198605513
B,6.14700268
B,6.162274892
B,6.098754892
B,6.135584995
B,6.095674761
B,6.108633329
B,6.090542717
B,6.109014506
B,6.073250422
B,6.095658297
B,6.104625561
B,6.100281406
B,6.052757375
B,6.162665609
B,6.137332199
B,6.101811992
B,6.136929517
B,6.117349913
B,6.132910435
B,6.063331387
B,6.066117133
B,6.111173228
B,6.039963299
B,6.113527899
B,6.060747931
B,6.09709247
B,6.105065587
B,6.070180644
B,6.171089715
B,6.07343098
B,6.100727509
B,6.163558475
B,6.040468349
B,6.034904202
B,6.072613536
B,6.14408374
B,6.118131673
B,6.032245817
B,6.209094238
B,6.082441633
B,6.09132038
B,6.061007009
B,6.084765177
B,6.003713915
B,6.080375232
B,6.093327553
B,6.010726255
B,6.090228269
B,6.165226966
B,6.118281125
B,6.09655906
B,6.117825471
B,6.11226356
B,6.055850065
B,6.043242618
B,6.059641098
B,6.072968604
B,5.967506828
B,6.087324143
B,6.047547224
B,6.06482615
B,6.061904732
B,6.076231373
B,6.172941697
B,6.078779109
B,6.021103262
B,6.123618882
B,6.119255668
B,6.045058196
B,6.078233039
B,6.060763204
B,6.124280947
B,6.164793032
B,6.044509555
B,6.086502919
B,6.027060151
B,6.062977734
B,6.151582797
B,6.171783828
B,6.066617941
B,6.053297169
B,6.036968217
B,6.157593314
B,6.099874056
B,6.049998734
B,6.106227705
B,6.066916185
B,6.026037791
B,6.06459505
B,6.083170864
B,6.020686513
B,6.096736135
B,6.026410239
B,6.08503539
B,6.187340013
B,6.042025203
B,6.084428532
B,6.153491327
B,6.093728678
B,6.142404424
B,6.006681669
B,6.075245747
B,6.131367355
B,6.106940142
B,6.064617601
B,6.059368222
B,6.124624276
B,6.128450561
B,6.025980772
B,6.164900949
B,6.127329372
B,6.148628211
B,6.118978451
B,6.099956285
B,6.043701664
B,6.056095706
B,6.107677405
B,6.081671667
B,6.156614007
B,5.99117883
B,6.09953558
B,6.19414223
B,6.162616497
B,6.117715013
B,6.063011616
B,6.118676598
B,6.028120489
B,6.179594958
B,6.11811845
B,6.089059502
B,6.050909739
B,6.10384774
B,6.135389199
B,6.151033401
B,6.092725863
B,6.180172164
B,6.123971396
B,6.123844137
B,6.131189319
B,6.107315755
B,6.121788492
B,6.186025085
B,6.028858591
B,6.195287695
B,6.028146288
B,6.109069744
B,6.103042121
B,6.082226524
B,6.08706734
B,6.152525643
B,6.182417728
B,6.083413997
B,6.121101363
B,6.077352004
B,6.046100432
B,5.991278979
B,6.037839696
B,6.133294979
B,6.051598202
B,6.10515752
B,6.094612407
B,6.126027808
B,6.085339798
B,6.091961322
B,6.132449807
B,6.090766629
B,6.110322979
B,6.166815646
B,6.071030077
B,6.13444189
B,6.056656415
B,6.010215593
B,6.164999744
B,6.113323463
B,6.070232374
B,6.163142992
B,6.022827796
B,6.118202331
B,6.095370632
B,6.146778936
B,6.068855884
B,6.101769001
B,6.029871671
B,6.186396483
B,6.044804858
B,6.044300087
B,6.097006178
B,6.173679049
B,6.147654184
B,6.147689307
B,6.18267822
B,6.102323179
B,6.06201153
B,6.128157846
B,6.119194733
B,6.022502834
B,6.161384047
B,6.111681222
B,6.136836772
B,6.09505254
B,6.021430541
B,6.06760544
B,6.150089693
B,6.090906681
B,6.142541877
B,6.10969229
B,6.096886143
B,6.011318574
B,6.055028345
B,6.063716926
B,6.016365949
B,6.058683028
B,6.140920616
B,6.078596224
B,6.14695833
B,6.0072066
B,6.214404351
B,6.160025228
B,6.072281561
B,6.041425833
B,6.157484958
B,6.02025304
B,6.130530192
B,6.127067782
B,6.01410297
B,6.074012208
B,6.110664747
B,6.057682065
B,6.080899832
B,6.090004608
B,6.09892558
B,6.137988982
B,6.053360262
B,6.102401881
B,6.048648013
B,6.022730841
B,6.179942692
B,6.077997076
B,6.157974955
B,6.114778203
B,6.151067102
B,6.107711412
B,6.154543121
B,6.056319274
B,6.100119706
B,6.16462502
B,6.136220752
B,6.07029033
B,6.086735773
B,6.088842663
B,6.06283041
B,6.069504217
B,6.075662268
B,6.081110787
B,6.120751597
B,6.118962728
B,6.150321174
B,6.200243052
B,6.165497059
B,6.080741494
B,6.042888986
B,6.115459511
B,6.055191751
B,6.061742871
B,6.063135336
B,6.051882324
B,6.097461289
B,6.104922372
B,6.149166296
B,6.04411493
B,6.123280831
B,6.047285373
B,6.051439807
B,6.140258971
B,6.135770804
B,6.075354779
B,6.131789066
B,6.146086667
B,6.095438498
B,6.186064743
B,6.120106891
B,6.028482881
B,6.165515033
B,6.133667595
B,6.101414881
B,6.173697556
B,6.129262271
B,6.136527684
B,6.13243097
B,6.084947193
B,6.141176414
B,6.136350978
B,6.110351925
B,6.14102724
B,6.069199935
B,6.107093605
B,6.069979758
B,6.130168218
B,6.185171309
B,6.058029654
B,6.115809276
B,6.061243366
B,6.200427658
B,6.042429626
B,6.07571703
B,6.061505185
B,6.105937203
B,6.129159743
B,6.047262918
B,6.144684973
B,6.101379149
B,6.056259046
B,6.103629003
B,6.083512645
B,6.062168014
B,6.034619032
B,6.071879079
B,6.038275319
B,6.101848177
B,6.123941899
B,6.150536598
B,6.133434329
B,6.132974544
B,6.09379942
B,6.065800383
B,6.052346119
B,6.107800629
B,6.045581089
B,6.089272751
B,6.069317705
B,6.005019288
B,6.115550311
B,6.095582811
B,6.109858297
B,6.158605878
B,6.067199313
B,6.073334407
B,6.158443449
B,6.110846976
B,6.130459353
B,6.046994916
B,6.088114795
B,6.087174204
B,6.095204286
B,6.126460766
B,6.100561014
B,6.098729589
B,6.13598421
B,6.113534436
B,6.050939445
B,6.031879133
B,6.130774564
B,6.107881792
B,6.150876988
B,6.104747307
B,6.109350931
B,6.03272415
B,6.147482145
B,6.13461373
B,6.198503056
B,6.058653056
B,6.065297002
B,6.113946011
B,6.139470196
B,6.121032163
B,6.150605706
B,6.115719514
B,6.051045274
B,6.101413574
B,6.132914549
B,6.085285344
B,6.044772836
B,6.032510399
B,6.046860869
B,6.065172261
B,6.109315795
B,6.052493156
B,6.099769983
B,6.10863223
B,6.102440386
B,6.064046167
B,6.077096631
B,6.221076467
B,6.06508482
B,6.122878163
B,6.032181187
B,6.138690457
B,6.152129486
B,6.047433717
B,6.097907918
B,6.091746694
B,6.038975727
B,6.111906581
B,6.030761037
B,6.051681189
B,6.118361907
B,6.180624162
B,6.137558072
B,6.072218202
B,6.142501011
B,6.124076962
B,6.113057484
B,6.117262801
B,6.17200843
B,6.064540832
B,6.104696076
B,6.155248185
B,6.130217299
B,6.088693036
B,6.244836984
B,6.077531846
B,6.122956676
B,6.087490321
B,6.174228606
B,5.999250404
B,6.045541638
B,6.115959227
B,6.098471759
B,6.13178197
B,6.031440203
B,6.174093648
B,6.133078089
B,6.097846921
B,6.125478993
B,6.105759473
B,6.045307631
B,6.09430772
B,6.22923513
B,6.184933793
B,5.990480664
B,6.132859961
B,6.077329294
B,6.022636708
B,6.060363498
B,6.109260424
B,6.037281874
B,6.074470394
B,6.044324707
B,6.063979887
B,6.042128696
B,6.181220831
B,6.098727761
B,6.114375309
B,5.962926866
